wine_type,style,color_depth,color_straw,color_lemon,color_gold,color_amber,color_brown,color_purple,color_ruby,color_garnet,nose_intensity,fruit_green,fruit_citrus,fruit_stone,fruit_tropical,fruit_red,fruit_black,secondary_oak,secondary_creamy,tertiary_present,development,acidity,body,finish,tannin,score_complexity,score_intensity,particle_type,particle_size,particle_count,particle_speed,gravity,color_r,color_g,color_b
red,earthy,0.6588610019229859,0,0,0,0,0,0,0,1,0.6345736730362481,0,0,0,0,0,0,1,1,1,0.4009443285139148,0.6077622756780208,0.8170013828782237,0.5646451285188626,0.5348590559688761,0.6579299949607622,0.34130303140688945,0,4.733,205,0.468,0.284,0.504,0.0,0.117
white,rich,0.6950332354514428,0,0,1,0,0,0,0,0,0.5937331488924673,0,1,1,1,0,0,0,1,0,0.449129292790699,0.548646039041107,0.6308293810175367,0.8256442027019251,0.0,0.9080558934647315,0.6951813227628566,4,4.351,29,0.437,-0.03,0.794,0.698,0.329
white,oxidative,0.6967776680531578,0,0,1,0,0,0,0,0,0.703047515473996,0,0,0,0,0,0,0,1,1,0.5615345385632317,0.2782736727732589,0.654153621729701,0.6798565414011924,0.0,0.4324142528997288,0.5711087780009112,0,3.193,121,0.447,0.192,0.811,0.73,0.32
white,rich,0.5164565837640358,0,0,1,0,0,0,0,0,0.8755206387841264,0,0,1,0,0,0,0,1,1,0.605801805467308,0.6366708451990776,0.8413808924740818,0.9243542178721111,0.0,0.5690203957388528,0.7618132802870494,1,4.193,223,0.498,0.07,0.8,0.7,0.264
red,earthy,0.495663279273553,0,0,0,0,1,0,0,0,0.5280788423185208,0,0,0,0,1,0,0,0,1,0.896635078112329,0.6806541939132611,0.7006469548742944,0.5193030688256262,0.6638306275251625,0.7968652216220843,0.613477277447156,3,4.626,194,0.346,0.507,0.379,0.162,0.074
white,rich,0.6948281715359521,0,0,1,1,0,0,0,0,0.6180885328132386,0,0,1,1,0,0,1,1,1,0.3540592743945452,0.37935788591124364,0.8170533825182511,0.8701632037372792,0.0,0.8607295433167067,0.7375684573154828,3,3.89,253,0.378,0.044,0.743,0.579,0.182
red,earthy,0.42550339117364155,0,0,0,0,1,0,1,1,0.4008858719391857,0,0,0,0,0,1,1,1,1,0.3958780813449328,0.6553567722133272,0.5971372647463101,0.4231623755856633,0.48789675743012406,0.8255569362942418,0.6218408728021249,4,4.184,10,0.325,0.074,0.362,0.096,0.031
red,light_red,0.30014630992521185,0,0,0,0,0,1,1,1,0.34923345343898865,0,0,0,0,1,0,0,0,0,0.1400055328474988,0.655118929238586,0.13824506236154632,0.41888014113480704,0.32878138030774934,0.5925758022652858,0.2505723690699201,1,2.524,241,0.504,-0.332,0.405,0.007,0.094
red,bold_red,0.6546780297956145,0,0,0,0,0,0,0,0,0.8228998275677701,0,0,0,0,1,1,1,0,1,0.32818465146770515,0.5799532281458258,0.8823345410950821,0.8425549327039981,0.6805960265352218,0.7801930441047734,0.6538610345822972,3,4.98,300,0.615,0.34,0.401,0.0,0.407
red,fruity,0.3072798368604211,0,0,0,0,0,0,0,1,0.5127041413555355,0,0,0,0,1,0,0,1,0,0.22714615930268345,0.7154373709697424,0.5534340270327354,0.41486941475544187,0.46744555177915226,0.5100738521784597,0.30630033235535525,2,3.461,105,0.562,-0.086,0.438,0.053,0.116
red,aged,0.38843786970877214,0,0,0,0,1,0,0,1,0.6919193158521978,0,0,0,0,1,0,1,0,1,0.6403285332312095,0.5051671870992803,0.6007027200303593,0.6170877655663416,0.30936805138392287,0.9875831690107639,0.9605499615681584,2,4.298,300,0.256,0.22,0.36,0.091,0.077
red,fruity,0.47572130893119874,0,0,0,0,0,0,1,0,0.7445129855165693,0,0,0,0,1,0,0,1,0,0.2947177509809867,0.529360211821803,0.5446230322896941,0.5273091233452861,0.4833733118513803,0.43132266790567036,0.7010350935503471,1,3.743,287,0.508,0.02,0.608,0.059,0.131
white,aromatic,0.3647441248860023,1,0,0,0,0,0,0,0,0.7735302536650668,0,1,0,0,0,0,0,0,0,0.10905148497937953,0.5614633371697735,0.5870971738176547,0.5349647826888437,0.0,0.42416086213607007,0.5946857806703547,0,3.351,300,0.653,-0.365,0.698,0.706,0.594
red,fruity,0.5229698978680568,0,0,0,0,0,1,0,1,0.8359676331061455,0,0,0,0,1,1,0,0,0,0.14317226249726,0.4385415008015146,0.524863031572307,0.44218983819601276,0.4187587224946313,0.46477145368241296,0.7467549594400864,0,3.321,300,0.63,-0.014,0.486,0.029,0.103
red,bold_red,0.7919085431129511,0,0,0,0,0,0,1,1,0.9425668553809289,0,0,0,0,0,1,1,1,0,0.6619794817179463,0.5348243420706014,0.8230200747185386,0.9521852211914217,0.7728737000859631,0.6082330382699883,0.7845743827640995,2,4.772,274,0.522,0.49,0.52,0.025,0.097
red,light_red,0.38205019686692165,0,0,0,0,0,0,1,0,0.14169484964318382,0,0,0,0,1,0,0,0,0,0.28785713504027555,0.7774974936807441,0.2761137182815979,0.4328461708987804,0.11594933160853192,0.4179420957979103,0.5050358588900183,1,2.507,115,0.346,-0.238,0.566,0.014,0.079
red,bold_red,0.9448336343360926,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0,1,1,0,0,0.5089945127146784,0.39705332569905744,0.7449615800057465,0.6677487218116361,0.7793313286955238,0.7957740625999544,0.8868728521783391,4,4.796,196,0.558,0.423,0.555,0.038,0.134
white,aromatic,0.3891138402486085,1,0,0,0,0,0,0,0,0.707073251688629,0,1,0,0,0,0,0,0,0,0.09864411082916029,0.6423711847584176,0.42996527763672754,0.656199601168493,0.0,0.722562132018534,0.7716199911485434,0,3.059,190,0.66,-0.489,0.669,0.727,0.55
white,aromatic,0.27854745860503427,0,0,0,0,0,0,0,0,0.5146877747398996,1,1,1,1,0,0,0,0,0,0.30584954298787287,0.2833947565856745,0.44896634526263546,0.4346836228531183,0.0,0.46043032349416485,0.5625254489224886,0,2.837,196,0.267,-0.154,0.658,0.673,0.533
white,aromatic,0.2280198404122447,0,1,1,0,0,0,0,0,0.940469553584622,0,0,0,1,0,0,0,0,0,0.2383526482853965,0.7508793971392445,0.2867500819606185,0.5791114713014016,0.0,0.5224392636283819,0.789041897359919,1,2.436,293,0.799,-0.538,0.638,0.524,0.23
red,aged,0.6359420334896069,0,0,0,0,0,0,0,0,0.609411174534614,0,0,0,0,0,1,0,1,1,0.7000075609951997,0.4077020443239474,0.7861999151534961,0.9046489269978627,0.3774059834315664,0.7852239544740607,0.6402725483199633,2,4.839,171,0.291,0.495,0.408,0.008,0.342
white,crisp,0.3480099702080663,0,1,0,0,0,0,0,0,0.5304181243907862,1,0,1,0,0,0,0,0,0,0.06566906867736713,0.924332652419079,0.24862016968279255,0.4640265561200022,0.0,0.18253915580361302,0.41330671090191345,0,1.837,126,0.664,-0.857,0.766,0.761,0.449
red,bold_red,0.9479718249587974,0,0,0,0,0,1,0,0,0.962037945978151,0,0,0,0,0,1,1,0,1,0.591194660288024,0.44588237990920243,0.7791636044345921,0.8524816924167943,0.5992114351731354,0.8002390841836424,0.9039561681131821,1,4.754,300,0.572,0.445,0.392,0.0,0.396
white,oxidative,0.896095597400838,0,0,0,0,0,0,0,0,0.6557501466979538,0,0,0,1,0,0,0,0,1,0.72140484142354,0.2591406679828006,0.6837815550851352,0.7613713075293461,0.0,0.5221501253452182,0.5810540471536636,1,3.341,167,0.269,0.248,0.911,0.846,0.745
white,sweet,0.5011133767386722,1,0,1,0,0,0,0,0,0.6344650249066914,1,0,0,1,0,0,0,1,0,0.44762899432874725,0.5686425351147035,0.6986994336724932,0.7581088898950114,0.0,0.5287342776353842,0.8699959716457885,0,3.451,238,0.458,0.028,0.738,0.57,0.283
red,bold_red,0.9230222203997204,0,0,0,0,0,1,1,0,0.7945211100775879,0,0,0,0,0,1,1,0,0,0.48024368712339893,0.5199777830460713,0.6009637115676654,0.6340322051506939,0.7892074525976183,0.5982700405226441,0.9852029426199412,3,4.176,262,0.529,0.309,0.691,0.035,0.191
red,aged,0.33223409972668305,0,0,0,0,1,0,0,0,0.6778058555373325,0,0,0,0,0,0,1,0,1,0.58525522546443,0.5286962729072252,0.50221301109134,0.7800174789061941,0.47188519821334984,0.6516441977491829,0.7083252910162233,2,3.428,300,0.461,0.237,0.342,0.152,0.032
white,rich,0.6114619174151179,0,0,1,0,0,0,0,0,0.808518816687415,0,1,1,1,0,0,0,1,1,0.47557581535139265,0.38120100638472465,0.9194578187798088,0.5959542051505746,0.0,0.7392503181178638,0.7950398333449643,4,4.582,79,0.529,0.17,0.759,0.686,0.32
red,fruity,0.6007305553705014,0,0,0,0,0,1,0,0,0.9039832910772854,0,0,0,0,1,0,0,0,0,0.16360525460765668,0.4787605998590656,0.275899505045659,0.549184892094428,0.3325084236827211,0.35894695935770715,0.7277358658392453,0,2.772,175,0.555,-0.193,0.37,0.01,0.355
red,fruity,0.539171770727932,0,0,0,0,0,1,0,0,0.9483322606283122,0,0,0,0,1,0,0,0,0,0.3314597486585573,0.6916877770306952,0.6435310313398307,0.5529451145805655,0.3646456217223074,0.2925185792982422,0.7829562174020298,1,3.6,281,0.754,-0.01,0.343,0.0,0.347
red,aged,0.5979510937541302,0,0,0,0,1,0,0,0,0.4279343121789103,0,0,0,0,0,1,0,0,1,1.0,0.5256143948206109,0.8726065773682616,0.6925640911660291,0.5670249116442275,0.8585781337690153,0.6347751936547681,2,4.949,265,0.154,0.698,0.418,0.109,0.084
red,bold_red,0.7373682464522695,0,0,0,0,0,1,1,1,0.673029887996153,0,0,0,0,1,1,0,1,1,0.33864200074763545,0.5590125383198923,0.795975960663985,0.794182525367949,0.9639361687658011,0.8165156556226991,0.5738653471091496,3,5.0,179,0.47,0.379,0.519,0.064,0.115
red,light_red,0.3941265268848615,0,0,0,0,0,1,1,1,0.24278869700171224,0,0,0,0,1,0,0,0,0,0.368482148949887,0.6170100099524536,0.41865909481761443,0.574023547305373,0.12553321745521817,0.3132108139980369,0.1886679134656376,0,2.606,10,0.369,-0.166,0.5,0.017,0.075
white,aromatic,0.18407678748753856,1,0,0,0,0,0,0,0,0.9833261426687225,1,0,0,1,0,0,0,1,1,0.18343952344507028,0.8271698557531929,0.47990026212221354,0.6639047211339383,0.0,0.5481136610167151,0.6279217636626855,0,3.058,242,0.817,-0.515,0.616,0.675,0.488
red,bold_red,0.6256338350416265,0,0,0,0,0,1,0,0,1.0,0,0,0,0,1,1,1,0,0,0.5530914679345154,0.7867333492286819,0.8788995483223335,0.8064654003037661,0.7978610343181677,0.5979562780605573,0.9652123313052418,2,4.964,300,0.704,0.333,0.367,0.032,0.359
white,rich,0.574462819677553,0,1,0,0,0,0,0,0,1.0,0,0,1,0,0,0,1,1,1,0.23963488966758073,0.4694874453580729,0.7183547366831622,0.6362057650350276,0.0,0.8715568488833303,0.7436896596273936,0,3.884,288,0.621,-0.046,0.83,0.787,0.48
white,sweet,0.43356098861062153,0,0,1,0,0,0,0,0,0.8098953030291657,0,0,1,0,0,0,0,0,1,0.5657213091992468,0.6544950623278156,0.5888876184401785,0.5013598168612637,0.0,0.875454314941471,0.7561216077766041,0,3.705,300,0.588,-0.155,0.73,0.608,0.26
white,aromatic,0.361274875663125,1,0,0,0,0,0,0,0,0.7812581004710102,0,1,1,1,0,0,0,0,1,0.10416977867544759,0.6334144110347739,0.34933441147944905,0.7480240364166818,0.0,0.45093927577563414,0.6303388821671979,1,2.702,92,0.706,-0.603,0.718,0.642,0.567
white,oxidative,0.6275911143871153,0,0,0,1,0,0,0,0,0.5592177907213238,0,0,1,0,0,0,1,1,1,0.5877798687988535,0.46891842794724453,0.7536367194687058,0.8277256064301347,0.0,0.6592914068829049,0.4170666736055305,2,3.497,195,0.325,0.135,0.726,0.54,0.222
red,earthy,0.6218679893006089,0,0,0,0,0,0,0,1,0.72496710176024,0,0,0,0,0,0,0,0,1,0.5914525767744406,0.6233620758814787,0.6588081527353815,0.5794188939436176,0.5513241922225722,0.48816418406835776,0.5685827601354736,2,3.726,293,0.441,0.283,0.499,0.032,0.096
white,crisp,0.0056319290860337825,1,0,0,0,0,0,0,0,0.6324366599227988,1,0,0,0,0,0,0,1,0,0.24277454161550274,0.7404365196914744,0.27553360579707165,0.2784697226285519,0.0,0.35236056797877846,0.2649616955850661,1,2.284,10,0.666,-0.491,0.573,0.556,0.407
red,fruity,0.3998498817642333,0,0,0,0,0,0,0,0,0.7878013147960294,0,0,0,0,1,1,0,0,0,0.35964885811330827,0.5601743285192111,0.39720507556641277,0.6447057520711341,0.20247559193997144,0.4602331316598808,0.54906063686602,1,3.122,209,0.518,-0.125,0.345,0.0,0.369
white,oxidative,0.9875899879877541,0,0,0,1,0,0,0,0,0.7360937720625467,0,0,1,0,0,0,0,0,1,0.6976512754765463,0.42102183827756395,0.5613511551820557,0.4462034502044509,0.0,0.5455174518658042,0.765512236254192,0,3.434,10,0.301,0.081,0.974,0.631,0.204
red,bold_red,0.9924524782846202,0,0,0,0,0,0,0,0,0.7076177513221813,0,0,0,0,0,1,0,0,1,0.36094371151307253,0.3515221117146068,0.9470238039588657,0.8911570647477143,0.8083380016546304,0.7572483967591388,0.6756695532816213,3,5.0,18,0.318,0.45,0.456,0.015,0.4
red,earthy,0.5198716049673834,0,0,0,0,0,0,1,0,0.7936263983706543,0,0,0,0,1,0,0,1,1,0.504405317250065,0.45762009724088304,0.6639984408181824,0.7379783529890162,0.5826281179107946,0.8416159092810992,0.5156443131521313,2,4.603,146,0.41,0.312,0.653,0.024,0.131
white,crisp,0.3366118641240174,0,0,0,0,0,0,0,0,0.3157254421254292,1,1,0,0,0,0,0,0,0,0.14150013671610942,0.7099639549774679,0.3372823504545894,0.5334060559722272,0.0,0.386016526937979,0.690689432027445,0,2.679,241,0.524,-0.581,0.717,0.652,0.549
white,crisp,0.13245859566565993,0,0,0,0,0,0,0,0,0.5004147563797686,0,1,0,0,0,0,0,0,0,0.17457233859204727,0.6788521732586411,0.04089431046242645,0.4089624961909637,0.0,0.41331666536634326,0.5702844907373578,0,1.976,136,0.54,-0.69,0.579,0.63,0.488
red,bold_red,0.7647453861545807,0,0,0,0,0,0,1,1,0.7402247933730748,0,0,0,0,1,1,1,0,0,0.34751576523206024,0.6277943403403865,0.7912364570759547,0.7227535117157158,0.736058206664048,0.5962161942433263,0.6883997790447516,3,4.557,99,0.638,0.346,0.572,0.061,0.111
red,light_red,0.2549677349016631,0,0,0,0,0,1,0,1,0.3169692973507601,0,0,0,0,1,0,0,0,0,0.057611856976404016,0.6849591776312042,0.33272157540976205,0.2410443905719412,0.09770896177404152,0.4238108958634334,0.2077093167703359,1,2.826,10,0.432,-0.338,0.439,0.111,0.086
red,bold_red,0.8975461123552684,0,0,0,0,0,0,1,0,0.8625934759991778,0,0,0,0,0,1,1,1,0,0.3420844972093799,0.6688488863092094,0.8439545326444703,0.5739695623991821,0.6831139742982467,0.5567149934193726,0.784540478171867,4,4.873,300,0.737,0.276,0.753,0.053,0.164
red,aged,0.5908795425748083,0,0,0,0,0,0,0,1,0.5676131002846844,0,0,0,0,1,1,1,0,1,0.7222898164619829,0.4829479182797371,0.714655358665085,0.996446508474,0.48524367757024095,0.803774428632184,0.3472475939807086,1,4.8,10,0.33,0.467,0.51,0.017,0.137
red,earthy,0.4326356448690369,0,0,0,0,0,0,1,0,0.6341238944925811,0,0,0,0,1,1,1,0,1,0.39223938034526445,0.7629530555244406,0.7550281007312558,0.768809067986624,0.6358879753726492,0.8604088927973134,0.5237634946167388,4,4.652,239,0.535,0.187,0.573,0.057,0.116
red,bold_red,0.7321380367059968,0,0,0,0,0,0,1,1,0.9391489774138327,0,0,0,0,1,1,1,0,1,0.6546933437100615,0.4598010159390252,0.7371785087407422,0.6311819205302622,0.8647563518634676,0.7295025737760683,0.6035664777461937,2,5.0,175,0.464,0.512,0.544,0.027,0.091
white,sweet,0.4607172540437698,0,0,1,0,0,0,0,0,0.7822121541539443,0,0,1,1,0,0,1,0,1,0.34317898269980385,0.49759027633431324,0.4630762988035461,0.9547725407499461,0.0,0.573653183379101,0.8839496616724438,0,3.044,50,0.471,-0.213,0.658,0.673,0.27
white,crisp,0.2686569126184119,1,0,0,0,0,0,0,0,0.5538204193416417,1,1,0,0,0,0,0,0,0,0.3352751232644872,0.8479064651705349,0.3175088668369378,0.5007351886648073,0.0,0.5729918394202381,0.44215260745791435,0,3.002,255,0.656,-0.516,0.695,0.621,0.509
red,light_red,0.37849466143502053,0,0,0,0,0,1,1,0,0.44135580995517987,0,0,0,0,1,0,1,0,0,0.38176420328541466,0.7775118573787877,0.10075671396965291,0.3804719429080555,0.4219076092693966,0.39178078343732076,0.23752015584417538,2,2.036,221,0.478,-0.157,0.589,0.025,0.127
white,oxidative,0.7337007556249349,0,0,0,1,0,0,0,0,0.5944012721412497,0,0,0,0,0,0,1,1,1,0.914414799983784,0.43618418054754393,0.7327485437215588,0.5173805189934644,0.0,0.6401615913494901,0.7385901852637704,2,4.151,10,0.197,0.336,0.769,0.579,0.173
white,crisp,0.23814386450344163,1,0,0,0,0,0,0,0,0.4651736780119937,1,1,0,0,0,0,0,0,0,0.16588682913797728,0.8487906443767779,0.3513870830241914,0.2890986326100422,0.0,0.3337319948909144,0.42239828968877274,0,2.639,127,0.582,-0.586,0.656,0.682,0.523
red,bold_red,0.7353943434277075,0,0,0,0,0,1,1,0,0.6591403153927017,0,0,0,0,1,1,1,0,0,0.588003074038137,0.4476256273441772,0.7467209761452885,0.7803453966253964,0.6764737607101553,0.7844591955248303,0.827209373075785,3,4.745,229,0.428,0.509,0.705,0.047,0.115
white,crisp,0.06837456096833931,1,0,0,0,0,0,0,0,0.5987460958384445,1,1,0,0,0,0,0,0,0,0.0,0.9732754955107212,0.3419431688027151,0.21510246612214065,0.0,0.31549253564039265,0.49699960497167894,1,2.321,227,0.688,-0.692,0.635,0.579,0.482
red,aged,0.5117325046016965,0,0,0,0,0,0,0,1,0.6692116082633203,0,0,0,0,0,1,0,0,1,0.9145078029521043,0.3236946572068918,0.5797699980928008,0.6917407492076588,0.4160942476424447,0.7622283272264831,0.5754720325793987,1,3.964,133,0.321,0.537,0.521,0.076,0.102
red,bold_red,0.8125567172553751,0,0,0,0,0,1,1,1,1.0,0,0,0,0,0,1,1,1,1,0.5123789664530858,0.60255421296177,0.7733209560383225,0.8507468261146034,0.7795964666445159,0.6955465589921774,1.0,3,4.754,207,0.602,0.395,0.532,0.021,0.061
white,crisp,0.1885233098296485,1,1,0,0,0,0,0,0,0.3758392993590333,1,1,0,0,0,0,0,0,0,0.011469993776541735,0.566551180766573,0.23533992521575497,0.2671494175941518,0.0,0.37252175200268134,0.5219989918211723,0,2.084,142,0.55,-0.607,0.692,0.613,0.41
red,earthy,0.6081594697249939,0,0,0,0,1,0,0,1,0.6462299638956435,0,0,0,0,0,1,0,0,1,0.7064689769098894,0.698362963131662,0.683225845511488,0.6757533881793871,0.6961053045869928,0.6331062474198464,0.6315615239246837,2,4.126,136,0.476,0.372,0.377,0.15,0.087
white,crisp,0.004405343334242984,1,1,0,0,0,0,0,0,0.4635344471234162,0,1,1,0,0,0,0,0,0,0.3266761280923253,0.8812075207639962,0.37848204187021717,0.5534453921772462,0.0,0.40849499490945546,0.4719148284877103,1,2.474,44,0.549,-0.536,0.566,0.573,0.384
red,earthy,0.4252799926719449,0,0,0,0,0,0,1,1,0.45185039903468904,0,0,0,0,1,0,1,0,1,0.809456798111504,0.4831152761097339,0.7543473808214706,0.6036093206249477,0.5764823174392035,0.720122445086049,0.5511679107431208,2,4.449,175,0.161,0.608,0.445,0.051,0.085
white,aromatic,0.10049467190376378,1,0,0,0,0,0,0,0,0.6927466541505187,0,1,1,1,0,0,0,0,0,0.10318738884032214,0.4019791268201371,0.3040439538732848,0.4356929437515835,0.0,0.5463951446652169,0.8455808966493774,0,2.56,262,0.518,-0.404,0.608,0.597,0.494
red,earthy,0.44738160478870626,0,0,0,0,1,0,1,0,0.3807604879722581,0,0,0,0,1,0,1,1,1,0.6870578085872472,0.5008121461917953,0.6448981502968827,0.639866910156641,0.6468138775801493,0.480914280550728,0.2601792215387537,3,3.948,10,0.346,0.439,0.273,0.154,0.1
white,crisp,0.2583289545145937,0,1,0,0,0,0,0,0,0.19042410571900184,1,1,0,0,0,0,0,0,0,0.2006024791982735,0.618314039265671,0.20102586549391765,0.5506960916049555,0.0,0.2020657425077038,0.41509168096803617,0,2.125,60,0.356,-0.518,0.716,0.636,0.377
white,rich,0.5274871430912188,0,0,1,0,0,0,0,0,0.607186254532994,0,0,1,0,0,0,0,0,1,0.5884392843159066,0.47038022253782624,0.9966888413417713,0.6325112002307783,0.0,0.8226849000752883,0.8876785970395428,0,4.726,124,0.362,0.268,0.746,0.673,0.273
red,earthy,0.6007135268207378,0,0,0,0,0,0,0,1,0.8150702731232778,0,0,0,0,0,1,1,0,1,0.8097358485491142,0.6615561100024354,0.6186231003019373,0.6887584340749843,0.6334615599032083,0.7532825168095514,0.4998382839874586,3,4.277,170,0.514,0.396,0.509,0.03,0.14
white,aromatic,0.48316483028625934,0,0,1,0,0,0,0,0,0.6524377076094362,0,1,1,1,0,0,0,0,0,0.299107164059518,0.8330854531352876,0.35935311774759704,0.3356391880979095,0.0,0.7888772333397309,0.5893815471716943,1,3.29,140,0.602,-0.565,0.741,0.64,0.239
white,oxidative,0.9104245046315644,0,0,1,1,1,0,0,0,0.6001746221699756,0,0,0,0,0,0,0,0,1,0.68744162304605,0.40729650293116315,0.6650572309056073,1.0,0.0,0.6641545305966644,0.7926748390563009,0,3.705,77,0.339,0.154,0.889,0.587,0.219
white,rich,0.8013536089495494,0,1,1,0,0,0,0,0,0.7766475209523439,0,1,1,1,0,0,1,0,1,0.3227397637901987,0.40612202966628064,0.6878049153055469,0.861145500039831,0.0,0.8405667855697079,0.8292361420927962,4,3.696,280,0.475,-0.063,0.847,0.758,0.299
white,sweet,0.5451776699462423,0,0,0,0,0,0,0,0,0.7473649825840298,0,0,1,0,0,0,0,1,1,0.639973304000626,0.7922665161547723,0.6777181971133921,0.8180226692780175,0.0,0.5983647025787673,0.8036936178663951,0,3.575,300,0.6,-0.087,0.781,0.796,0.583
white,rich,0.7944994200381023,0,0,1,0,0,0,0,0,0.5150698796673433,0,1,1,1,0,0,1,1,0,0.3729861281298625,0.33060801430050585,0.6853033594395312,0.5839738047779373,0.0,0.8171496425480244,0.7589161664236241,4,4.066,171,0.323,0.083,0.814,0.782,0.315
white,sweet,0.3485487698194478,0,0,1,0,0,0,0,0,0.7172161155867252,0,0,1,1,0,0,0,0,0,0.35799442500011097,0.6596636967146007,0.7074830258562022,0.7189408441150524,0.0,0.6007166218082032,0.6453546354806269,0,3.468,286,0.471,-0.115,0.714,0.593,0.275
white,crisp,0.13286900882469302,0,0,0,0,0,0,0,0,0.6729304911583445,1,1,0,0,0,0,0,0,0,0.1954773568948302,0.882059296931221,0.3401859440621538,0.35778417909826504,0.0,0.5502375293432857,0.4682525094751731,1,2.52,46,0.717,-0.663,0.591,0.594,0.447
red,light_red,0.27383704575220463,0,0,0,0,0,0,0,0,0.5305649355923103,0,0,0,0,0,0,0,0,0,0.1889529134057764,0.7318394824074979,0.19903120204464042,0.4969376757535194,0.1926489888657901,0.41927423274550935,0.4884010810587172,0,2.234,10,0.507,-0.339,0.311,0.009,0.276
red,fruity,0.6037946276753228,0,0,0,0,0,0,0,0,0.6393995878994075,0,0,0,0,1,1,1,1,0,0.010093589801646981,0.6968511652962784,0.5966891585862086,0.3755406595443818,0.3800709641208443,0.6101191917273163,0.3451960419504645,1,3.969,10,0.614,-0.196,0.372,0.023,0.377
red,earthy,0.3971754699496934,0,0,0,0,1,0,0,1,0.4652653601116322,0,0,0,0,0,0,1,0,1,0.9110220944600868,0.3864623992955858,0.5422720271537554,0.6434197143898831,0.5193781009396015,0.7894645227154365,0.7141817194700701,1,4.169,241,0.095,0.537,0.339,0.123,0.043
white,aromatic,0.49889515996144107,1,0,0,0,0,0,0,0,1.0,1,1,1,0,0,0,0,0,0,0.02803571228734566,0.5400971039560708,0.18353540307235733,0.414847957186586,0.0,0.769910923495257,0.7987758667785791,0,2.71,111,0.71,-0.637,0.749,0.736,0.561
white,rich,0.4723816782809858,0,0,0,0,0,0,0,0,0.7900668642479973,0,0,1,0,0,0,0,0,0,0.3190617008129344,0.584295079714257,0.9346302322695462,0.9033447837628475,0.0,0.8922798654607159,0.9553091677423292,0,4.005,142,0.487,-0.03,0.76,0.699,0.635
red,light_red,0.3729861611891375,0,0,0,0,0,0,1,0,0.42990454770244474,0,0,0,0,1,0,1,0,1,0.10349771156339038,0.5847048940498794,0.26152904197376586,0.1856323650294907,0.4163853068238196,0.4858999427218052,0.34584934580793736,0,2.777,22,0.508,-0.258,0.579,0.053,0.136
red,bold_red,0.8673442808469576,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,1,0,0,1,0.2155684475056672,0.4530294426633336,0.9670214144521054,1.0,0.7391270269129573,0.7898047758666911,0.9165954803908003,3,5.0,300,0.585,0.384,0.676,0.052,0.154
red,earthy,0.5983860385108769,0,0,0,0,0,0,0,0,0.2744730555173648,0,0,0,0,1,0,0,1,1,0.5032183928219609,0.6785144039962057,0.40816480227901347,0.635982025319031,0.5769703039174576,0.7401555684536011,0.4898510791956474,2,3.767,140,0.304,0.015,0.392,0.063,0.361
white,oxidative,0.6033215924458526,0,0,0,1,1,0,0,0,0.9070071742435447,0,0,0,0,0,0,0,0,0,0.873680252776142,0.5917988787756123,0.604302159246508,0.6118000134866832,0.0,0.5890703732629812,0.5303661529552609,0,3.616,300,0.445,0.185,0.758,0.521,0.168
white,aromatic,0.3156645106701018,1,0,0,0,0,0,0,0,0.6304506088103486,1,0,1,1,0,0,0,1,0,0.09139345598069427,0.8969639263398618,0.41407908351770334,0.45295129315891547,0.0,0.6517819607501248,0.8049601989001134,0,3.093,72,0.76,-0.63,0.682,0.699,0.59
red,light_red,0.24584803234653044,0,0,0,0,0,1,1,0,0.29132419989978026,0,0,0,0,1,0,0,0,0,0.36296063167873466,0.6506097848588048,0.125818969531457,0.4348371543892421,0.13867610208496983,0.3858645151613531,0.5177489699959298,1,2.17,72,0.404,-0.186,0.504,0.085,0.087
red,earthy,0.6786142311558745,0,0,0,0,0,0,1,1,0.37264991090862265,0,0,0,0,0,1,0,1,0,0.6248901568061858,0.6042007437852602,0.3454911978432704,1.0,0.6401785945262987,0.755547920157834,0.7416044903208877,4,3.471,300,0.309,0.289,0.538,0.066,0.133
red,bold_red,0.7843878368850159,0,0,0,0,0,0,0,0,0.9624055717567387,0,0,0,0,0,1,1,0,0,0.30051441800087686,0.4160058772490944,0.7434562642623455,0.9659462806294903,1.0,0.6471663233483209,0.7563022334168408,3,4.943,274,0.669,0.464,0.436,0.0,0.413
red,aged,0.33599148562245507,0,0,0,0,0,0,1,0,0.5383552639807581,0,0,0,0,1,1,1,1,1,1.0,0.5870013488974609,0.7208972947472501,0.8644881492644086,0.6288308245729066,1.0,0.6162662449407603,3,4.976,111,0.258,0.642,0.535,0.064,0.167
white,rich,0.5281782224698605,0,1,1,0,0,0,0,0,0.6062378908921784,0,1,1,0,0,0,1,0,0,0.28210358536001534,0.6670992668890389,0.7229402848190202,0.6582782334157105,0.0,0.4710062382536838,0.7123041027900061,0,3.528,141,0.583,-0.179,0.748,0.7,0.31
red,earthy,0.6580525167715677,0,0,0,0,1,0,1,0,0.35304929473026236,0,0,0,0,0,1,0,0,1,0.49745806938748455,0.5149581700721394,0.6812270805474822,0.8906860047785375,0.5165003312601064,0.5960177947075153,0.44174495003658976,0,4.121,104,0.231,0.297,0.4,0.115,0.059
